"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"mDhe2ZPUb2N9vh0CeVG2","05/02/2022","11:49:05","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",607.8398,0.3569,163.9412,-0.317,5142.8571,-4544.6163,1440,N/A,1172.8137,192.9478,1438,236.5755,1235.5992,203.2771,1460,240.1949,0.308,42.1341,0.161,22.0246,0.262,35.8413,0.547,0.731,90.5436,164.3483,510.7925,254.8919,1.8151,-0.9144,N/A,1.5625,2.6459,2.7314,-972.5854,-15.6967,-1405.3571,-22.6812,1780.6378,28.7379,50.1029,3104.4386,-3.0598,697,741,-11.1125,521.2422,651.5714,-1.6438,718,742,0.9913,623.9237,611.6756,13.5266,2919.2547,2223.6025,-20.0143,1.9733,"550",-9133.0147,3053,908.5491,502.2705,4.7494,1599,1454,3.3948,469.6964,438.8527,"6.5646",0.7483,0.4881,187.798,3.0309,1.4613,322.9945,5.2128,2.6524
"txTFCbHSOKsnEJwq24e9","05/02/2022","11:48:59","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",608.976,0.3129,153.8365,-0.2751,4611.4286,-5159.6653,1419,N/A,1076.2686,176.7342,1419,233.0141,1261.3418,207.125,1429,234.6562,0.233,36.124,0.175,27.1318,0.237,36.7442,0.506,0.645,81.3697,154.4972,485.547,235.8668,1.8987,-0.8783,N/A,1.4874,2.4782,2.5804,-846.2254,-13.6319,-1122.9826,-18.0901,1713.1921,27.5978,48.9132,3036.3904,0.4933,713,706,-5.3396,509.4,566.8686,1.4696,725,704,2.5029,646.4557,614.8861,23.6679,2851.4286,1760,-10.1059,4.8711,"N/A",-10974.0474,3535,791.9424,580.4827,-1.9519,1733,1802,1.1535,400.5388,391.4035,"N/A",0.7845,0.4853,187.3315,3.0177,1.3108,298.2155,4.804,2.4888
"cRR80TnVtTItMvrLkv3s","05/02/2022","11:48:52","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",608.7277,0.3289,157.6556,-0.2525,5671.0526,-5803.9454,1466,N/A,1153.3487,189.4687,1464,240.5016,1316.8304,216.325,1511,248.2226,0.312,45.3488,0.152,22.093,0.224,32.5581,0.523,0.688,82.3571,158.4747,468.496,240.8318,1.9242,-0.8423,N/A,1.5287,2.5407,2.6318,-881.8326,-14.2112,-1176.6603,-18.9626,1828.0272,29.4597,51.0637,3168.5925,1.776,745,719,0.5356,579.7632,573.5855,1.3898,766,745,0.6618,662.7723,654.058,-3.9443,2723.6842,2947.3684,1.023,1.3155,"N/A",-7626.9197,2967,801.3944,487.41,0.7752,1495,1472,-3.319,387.398,413.9963,"N/A",0.7602,0.4782,174.275,2.8085,1.3272,294.221,4.7415,2.5539
"xZgaEGkVpIjfxIEDfGkF","05/02/2022","11:48:43","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.6817,0.3449,160.1078,-0.2438,4802.5478,-5555.3952,1355,N/A,1091.0446,180.7318,1352,223.9591,1305.0742,216.1858,1500,248.4753,0.217,35.9867,0.157,26.0365,0.229,37.9768,0.523,0.603,76.1432,160.5321,468.489,236.6752,2.1083,-0.7739,N/A,1.52,2.6018,2.6898,-771.8715,-12.5431,-1118.8223,-18.1812,1830.5435,29.7469,53.6728,3302.8862,0.1479,677,675,-1.8763,535.2866,555.758,1.0667,758,742,1.1303,659.9127,645.1616,-2.122,2350.3185,2452.2293,-3.7172,2.2401,"530",-34380.8039,3035,902.7,502.7484,3.6573,1573,1462,2.0264,460.4962,442.2038,"3.9732",0.8673,0.5722,170.3175,2.7677,1.2373,298.1715,4.8454,2.6087
"agp3NAbQInMrEvPydfII","04/29/2022","12:02:02","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",592.8328,0.3815,165.333,-0.3119,4781.0651,-4467.3712,1394,N/A,1121.5385,189.1829,1392,234.8048,1216,205.1168,1407,237.335,0.323,42.556,0.169,22.2661,0.267,35.1779,0.545,0.759,88.9551,166.265,512.5095,255.2201,1.8691,-0.9196,N/A,1.6147,2.7359,2.8248,-942.7371,-15.6001,-1321.795,-21.8726,1807.2578,29.9059,52.3306,3162.4133,3.0172,717,675,-1.6883,551.3018,570.2367,4.1933,733,674,2.6741,624.2584,591.7416,20.7921,2887.574,1893.4911,-3.2946,5.1998,"750",-12870.4941,2847,811.404,480.2366,0.5269,1431,1416,3.633,420.4413,390.9627,"7.0301",0.7181,0.5026,188.551,3.1201,1.472,323.9585,5.3608,2.7513
"5K7MT4IpzZb7WfigFNGG","04/29/2022","12:01:49","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",602.3113,0.3256,155.212,-0.2779,6105.9603,-5495.3192,1527,N/A,1169.3311,194.1407,1525,253.1913,1285.3991,213.4111,1549,257.176,0.354,48.2947,0.151,20.6003,0.228,31.105,0.534,0.733,85.1573,155.5688,467.7975,240.7261,1.8268,-0.8836,N/A,1.5788,2.528,2.6425,-929.7859,-15.1437,-1327.1019,-21.6149,1814.6248,29.5553,49.5931,3044.9036,2.8197,784,741,0.9237,590.0662,579.2649,2.1304,791,758,-0.0003,642.6974,642.7018,18.872,3629.1391,2476.8212,1.8907,-0.0058,"780",-6151.2148,3014,801.3051,500.4057,-19.0445,1220,1794,-36.3062,255.191,546.1141,"-53.2909",0.7285,0.4444,175.504,2.8585,1.387,292.2935,4.7607,2.5338
"CaajT6INSNwEed6lvQw5","04/29/2022","12:01:29","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",597.8248,0.3513,159.967,-0.2898,5833.3333,-4964.3531,1439,N/A,1207.9444,202.0566,1440,240.8732,1238.924,207.2386,1440,240.8732,0.287,42.1439,0.144,21.1454,0.25,36.7107,0.541,0.681,87.4356,160.1356,481.9185,247.5712,1.8315,-0.8807,N/A,1.5586,2.625,2.7164,-966.5009,-15.8598,-1401.4249,-22.9967,1774.6511,29.1211,51.1303,3115.9005,5.5556,760,680,3.1263,622.8542,585.0903,5.6944,761,679,6.4866,659.644,579.28,5.4762,3076.3889,2756.9444,6.0352,12.1628,"650",-7502.0746,3726,843.28,623.2595,9.2324,2035,1691,13.7905,479.7862,363.4938,"24.2365",0.7944,0.5157,172.9245,2.8376,1.4348,308.994,5.0704,2.6277
"7rtILYutiYia4MPn6UpF","04/29/2022","12:01:22","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",593.2272,0.3749,164.0237,-0.2576,7200,-6070.9257,1563,N/A,1220.1407,205.6785,1560,262.9684,1340.6968,226.0006,1597,269.2054,0.267,42.8571,0.135,21.6693,0.221,35.4735,0.544,0.623,84.1511,164.984,459.1375,249.1351,1.9606,-0.8706,N/A,1.6476,2.7124,2.7915,-964.2499,-15.9455,-1297.8194,-21.4616,1987.4533,32.8659,54.1665,3275.5414,1.6667,793,767,-6.0218,573.3333,646.8074,1.5654,811,786,1.6524,681.4253,659.2715,9.0535,3925.9259,3274.0741,-11.4109,3.2552,"N/A",-11129.1818,3348,719.7304,564.3706,0.5974,1684,1664,-21.8095,281.3804,438.3501,"N/A",0.8732,0.6019,163.6435,2.7061,1.3916,295.494,4.8865,2.7283
"NjNhWTAlIb81t8QuUauM","04/29/2022","12:00:47","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",598.016,0.3345,156.1781,-0.2794,5623.3766,-5259.7746,1469,N/A,1133.1104,189.4783,1466,245.1439,1267.5513,211.9594,1497,250.3277,0.262,40.3077,0.154,23.6923,0.234,36,0.533,0.65,81.968,156.5208,469.323,238.4888,1.9095,-0.8552,N/A,1.5681,2.562,2.6624,-874.8543,-14.3513,-1214.7237,-19.9266,1795.8749,29.46,49.7947,3035.4747,0.4093,736,730,-7.7084,522.8831,610.2273,1.002,756,741,0.7077,638.2607,629.2906,19.8614,3370.1299,2253.2468,-14.3136,1.4159,"790",-6306.6691,2913,798.0051,487.1107,2.2314,1489,1424,-18.8029,323.9785,474.0266,"-31.6507",0.82,0.5147,173.4645,2.8456,1.3446,295.8585,4.8533,2.5676
"vk7SrlsHuRadBt4omhgB","04/29/2022","12:00:40","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",599.8308,0.3213,153.4935,-0.2456,6837.037,-6183.2702,1519,N/A,1204.5111,200.8085,1519,253.2381,1314.7269,219.1829,1527,254.5718,0.363,50.8403,0.135,18.9076,0.216,30.2521,0.527,0.714,81.1742,154.2434,444.7585,235.4175,1.9002,-0.8383,N/A,1.5258,2.5103,2.6005,-912.7145,-14.9271,-1265.5407,-20.6974,1810.5143,29.6103,50.1052,3063.6769,-0.0658,759,760,4.1935,627.5111,577,-0.9823,756,771,0.6849,661.8657,652.8611,-8.559,3125.9259,3711.1111,8.0572,1.3551,"600",-10125.0552,3224,857.8333,537.4849,-1.5509,1587,1637,-4,411.76,446.0733,"-7.6942",0.7381,0.4498,161.5515,2.6421,1.3276,283.207,4.6317,2.5226
"0CFW22YYORZ9L3YVbKcg","04/29/2022","12:00:30","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.992,0.3355,155.8813,-0.237,6529.4118,-6288.2337,1490,N/A,1201.2426,201.5535,1487,249.5,1322.8558,221.9587,1528,256.3793,0.248,41.4023,0.136,22.7045,0.215,35.8932,0.521,0.599,81.8656,156.1137,445.9805,237.9793,1.907,-0.8231,N/A,1.5505,2.5658,2.6516,-901.5512,-14.8395,-1238.6568,-20.3882,1857.715,30.5779,52.0401,3161.6207,6.2542,790,697,-2.6217,584.875,616.3676,3.0105,787,741,2.945,680.907,641.9488,14.8649,3750,2779.4118,-5.1724,5.7031,"500",-11831.1023,2812,902.902,471.8184,16.0028,1631,1181,9.2469,493.196,409.706,"16.9423",0.8698,0.5602,162.3245,2.6719,1.3475,283.656,4.669,2.5696
"YXsz72FrzJEVCgWxBRJq","04/29/2022","12:00:21","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",598.5796,0.319,152.6446,-0.2507,4515.1515,-5337.905,1339,N/A,1071.897,179.0734,1336,223.1951,1273.793,212.8026,1465,244.7461,0.222,36.1564,0.165,26.873,0.227,36.9707,0.522,0.614,77.7309,153.186,464.363,230.917,1.9707,-0.8054,N/A,1.4684,2.5017,2.5909,-787.6176,-12.9081,-1102.3273,-18.0658,1723.2614,28.2422,50.4691,3079.485,8.3832,724,612,6.1398,568.8545,503.0424,1.7065,745,720,2.1902,650.8458,622.9471,12.4832,2539.3939,1975.7576,11.5634,4.2706,"600",-7473.2655,2929,855.4033,489.3251,5.3602,1543,1386,-15.1507,362.9017,492.5017,"-26.3043",0.8502,0.5195,175.898,2.8828,1.2739,288.465,4.7276,2.5105
"R8i3RQtQYkvwBA2Spywq","04/25/2022","11:53:39","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",594.6296,0.3929,168.3131,-0.2962,6774.6479,-5220.4826,1546,N/A,1245.6479,209.483,1550,260.6665,1287.0369,216.4435,1546,259.9938,0.318,45.1705,0.142,20.1705,0.244,34.6591,0.582,0.704,91.9737,168.754,489.0655,260.7277,1.8348,-0.9645,N/A,1.6629,2.7768,2.8561,-1073.6254,-17.7123,-1517.702,-25.0385,1949.8808,32.1685,54.1688,3283.4246,-0.6452,770,780,-5.7349,587.1056,658.5423,-0.3881,770,776,0.4238,646.2459,640.791,19.5426,4049.2958,2725.3521,-10.8086,0.8443,"N/A",-7236.3208,3468,750.4241,583.2202,3.1142,1788,1680,-16.6436,312.7631,437.6609,"N/A",0.8267,0.5582,175.8165,2.9006,1.5174,313.249,5.1679,2.784
"iaM7G9TGX0I6sfwVOZzz","04/25/2022","11:53:24","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.5285,0.3688,163.2918,-0.2878,5823.1293,-5043.9548,1452,N/A,1215.0068,204.0216,1455,244.3208,1266.2245,212.622,1452,243.817,0.263,40.1527,0.147,22.4427,0.245,37.4046,0.574,0.655,90.6338,164.1735,487.0635,254.8074,1.8114,-0.9095,N/A,1.5809,2.6899,2.7739,-1013.831,-16.7006,-1485.4825,-24.47,1841.0558,30.3273,53.0193,3218.6025,-1.9931,713,742,3.6785,629.8503,585.1565,-2.2039,710,742,-0.7997,628.049,638.1755,-30.1402,2034.0136,3789.1156,7.0338,-1.5864,"N/A",-4679.9884,3871,750.6728,650.0108,-10.8241,1726,2145,-17.1862,310.8304,439.8424,"N/A",0.8763,0.563,177.581,2.9252,1.493,309.4825,5.098,2.7044
"7xi6Gobnmne06MDdVPEQ","04/25/2022","11:53:03","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",587.1471,0.3965,166.9556,-0.2581,7190.8397,-5955.8723,1537,N/A,1239.3435,211.0789,1539,262.1149,1318.8996,224.6285,1537,261.7742,0.274,43.2177,0.131,20.6625,0.229,36.1199,0.557,0.634,84.9584,167.3705,462.5275,252.3288,1.97,-0.8983,N/A,1.6557,2.7895,2.8695,-996.5377,-16.6501,-1365.3548,-22.8122,1992.4555,33.2898,57.852,3462.5538,2.1442,786,753,-1.6446,609.4809,629.8626,2.4073,787,750,1.4641,669.1048,649.7948,5.5202,3793.8931,3396.9466,-3.2695,2.8876,"540",-71061.6085,3242,902.4278,552.1614,-4.8735,1542,1700,-13.0407,392.3722,510.0556,"-23.0504",0.8785,0.6255,161.2875,2.6948,1.4195,301.24,5.0331,2.7964
"bWlMhV7uByOF4Jy3DADz","04/25/2022","11:52:43","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",587.0701,0.3894,165.3917,-0.2327,8087.3016,-6909.5173,1607,N/A,1228.6905,209.292,1605,273.3916,1373.4076,233.9427,1611,274.4136,0.273,44.7541,0.126,20.6557,0.211,34.5902,0.555,0.61,80.3347,165.6858,442.689,246.0205,2.0624,-0.8336,N/A,1.6729,2.7637,2.8518,-925.309,-15.462,-1270.1164,-21.2238,2069.0107,34.5734,58.6506,3509.8901,0.6854,808,797,-1.1052,607.5556,621.1349,0.6828,811,800,0.186,687.981,685.4265,-4.0236,3880.9524,4206.3492,-2.2417,0.3858,"N/A",-65844.1267,2675,741.736,455.6526,-4.4486,1278,1397,-27.6176,268.4432,473.2928,"N/A",0.9098,0.6382,153.7185,2.5687,1.3424,288.9705,4.8287,2.7686
"k0aFausAqqP6QVzEECeK","04/22/2022","11:55:51","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",610.6527,0.3287,158.0547,-0.3137,4776.3975,-4383.8309,1375,N/A,1168.6211,191.3725,1374,225.0052,1207.6654,197.7663,1379,225.824,0.357,45.5357,0.161,20.5357,0.266,33.9286,0.526,0.784,89.4536,158.709,507.69,248.1626,1.7742,-0.8743,N/A,1.4878,2.5391,2.6328,-940.6132,-15.1107,-1363.0486,-21.8971,1665.6907,26.759,47.8176,2976.5511,5.0946,722,652,-1.9697,572.8012,595.8199,5.2937,726,653,3.0485,622.2406,585.4248,24.0572,2962.7329,1813.6646,-3.8608,5.9187,"N/A",-4971.1253,2099,730.022,343.7306,31.5865,1381,718,14.2358,416.9734,313.0486,"N/A",0.6709,0.4191,187.158,3.0067,1.4371,320.532,5.1493,2.5496
"X9NSPB542rRfmpAW9KAT","04/22/2022","11:55:41","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",609.7838,0.3465,162.0508,-0.2812,7975.2066,-5675.5167,1596,N/A,1441.4215,236.3824,1628,266.9799,1295.8819,212.515,1596,261.7321,0.35,49.435,0.121,17.0904,0.237,33.4746,0.55,0.708,100.1234,162.401,479.6075,262.5245,1.622,-0.9073,N/A,1.5584,2.607,2.6939,-1229.8315,-19.7851,-2054.1484,-33.0465,1844.9023,29.6802,51.8491,3222.9073,-2.0885,797,831,-5.2909,682.5785,758.843,-0.3759,795,801,2.1861,662.1055,633.7764,19.7927,4776.8595,3198.3471,-10.0048,4.2891,"N/A",-4680.9548,3312,752.0282,543.1433,-4.2271,1586,1726,-12.8883,327.5523,424.4759,"N/A",0.7768,0.4893,173.2975,2.788,1.6108,306.31,4.9278,2.6127
"A72bG8ha2GDj8do6fOI5","04/22/2022","11:55:34","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",608.6667,0.3614,165.2315,-0.2723,5986.2069,-5437.4692,1480,N/A,1180.9034,194.0148,1476,242.4973,1303.8326,214.2113,1503,246.9332,0.317,45.2211,0.145,20.6847,0.239,34.0942,0.55,0.701,82.539,165.9993,481.049,248.5383,2.0112,-0.8407,N/A,1.5722,2.6631,2.7511,-900.0399,-14.5061,-1261.7684,-20.3362,1880.7778,30.3129,53.6605,3329.392,-2.439,720,756,-2.638,574.8759,606.0276,-2.5948,732,771,-0.3838,649.4142,654.4184,5.9908,3172.4138,2813.7931,-5.1019,-0.7461,"640",-7939.9332,3572,875.2141,586.8565,-11.9821,1572,2000,-14.9122,372.35,502.8641,"-25.9395",0.7846,0.5156,170.187,2.7429,1.3303,310.862,5.0102,2.6754
"hsfeV4rp24JRF8sXHbW0","04/22/2022","11:55:24","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",607.6066,0.3246,156.324,-0.1803,13241.7582,-10054.9026,1814,N/A,1361.8352,224.1311,1811,298.0547,1529,251.6431,1882,309.7399,0.309,54.1156,0.091,15.937,0.171,29.9475,0.516,0.571,68.0324,157.2344,383.2445,225.2668,2.3112,-0.7234,N/A,1.574,2.5239,2.5975,-868.9022,-14.0287,-1168.6305,-18.8679,2114.3095,34.1362,55.7067,3450.3311,-3.6996,872,939,-4.7084,648.8571,712.978,-0.9564,932,950,-0.9764,757.0351,771.9649,-2.5726,6450.5495,6791.2088,-9.0052,-1.9156,"N/A",-13850.3101,3620,739.5354,595.7802,10.0552,1992,1628,8.822,402.3887,337.1468,"N/A",0.9037,0.5686,122.717,1.9813,1.0984,260.5275,4.2063,2.5386
"VGAuPWcrrBRSoTUk8Wxi","04/21/2022","15:38:05","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",600.989,0.2482,135.1778,-0.1478,10020,-10827.9687,1600,N/A,1189.41,197.9088,1593,265.0631,1422.8614,236.7533,1829,304.3317,0.306,53.4965,0.1,17.4825,0.166,29.021,0.441,0.572,58.3476,136.2188,353.2275,194.5664,2.3346,-0.6165,N/A,1.4196,2.2065,2.3045,-662.3017,-10.8108,-909.5853,-14.8472,1755.4435,28.6543,48.813,2990.4236,-1.6949,783,810,-5.6911,560.86,628.55,-0.0547,914,915,2.1216,726.5241,696.3373,7.3852,5380,4640,-10.7675,4.1747,"490",-23120.6448,2324,872.9408,386.6959,6.1102,1233,1091,6.2643,463.8122,409.1286,"11.7892",0.771,0.4338,117.8455,1.9236,0.9524,235.382,3.8422,2.2235
"Smdb3uocDBvAbxKpkzxp","04/20/2022","13:26:05","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.6637,0.3574,160.8014,-0.2065,10476.1905,-8202.052,1694,N/A,1343.7905,225.5955,1689,283.5493,1452.7513,243.8879,1775,297.987,0.243,45.2514,0.105,19.5531,0.189,35.1955,0.521,0.537,78.0075,161.7247,413.666,239.7322,2.0732,-0.7777,N/A,1.6363,2.6482,2.7383,-958.1545,-15.7799,-1625.675,-26.7733,2105.3983,34.6739,58.9591,3579.9984,1.4802,857,832,1.0503,678.9524,664.8381,-0.7324,881,894,-0.9338,719.5926,733.1587,-22,4085.7143,6390.4762,1.8918,-1.8551,"N/A",-790.02,3232,620.2321,542.5881,-7.9208,1488,1744,-34.9303,201.7916,418.4405,"N/A",0.9702,0.6656,139.9565,2.3049,1.2847,273.7095,4.5077,2.6634
"9qi2LXoJJxfKVIiQkfiO","04/20/2022","13:25:56","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",597.3033,0.3487,159.2514,-0.2154,8297.5207,-7477.8525,1610,N/A,1241.3306,207.8225,1610,269.5448,1412.3673,236.4573,1656,277.2461,0.228,41.8349,0.121,22.2018,0.196,35.9633,0.52,0.545,77.4166,159.5314,425.0985,236.948,2.0607,-0.7996,N/A,1.5896,2.6155,2.7025,-891.9137,-14.6486,-1263.187,-20.7464,2015.9227,33.1091,56.9686,3468.6576,3.1056,830,780,0.1325,621.4876,619.843,-3.3816,800,856,-1.8647,693.0153,719.352,2.988,4272.7273,4024.7934,0.2238,-3.6659,"530",-29838.613,3142,898.4547,526.0309,-14.7677,1339,1803,-29.4344,317,581.4547,"-45.4857",0.9541,0.6398,149.093,2.4487,1.2715,276.0055,4.5331,2.6201
"AkVGm1ZgwyTAtUkuGS8I","04/20/2022","13:25:22","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",601.2412,0.302,149.2134,-0.252,4163.3987,-4968.6467,1252,N/A,1147.4314,190.8438,1305,217.051,1230.6345,204.6823,1460,242.831,0.28,41.7288,0.153,22.8018,0.238,35.4694,0.488,0.671,83.2343,149.7558,466.873,232.9902,1.7992,-0.7921,N/A,1.3904,2.4346,2.5338,-851.1714,-13.8879,-1324.6755,-21.6137,1602.1362,26.1408,49.9513,3061.4435,5.1341,686,619,3.064,591.2941,556.1373,1.2329,739,721,0.7945,620.2059,610.4286,-32.1821,1411.7647,2751.634,5.9022,1.5846,"N/A",-15573.3357,2460,677.9693,409.1536,20.4065,1481,979,-22.7062,262.0141,415.9552,"N/A",0.7273,0.4502,174.623,2.8492,1.3581,292.25,4.7684,2.4435
"JZ3sauMx2YUmSPp0ywfl","04/14/2022","11:44:08","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",600.6056,0.2525,136.2586,-0.1765,3055.2147,-6229.2071,1100,N/A,927.7914,154.476,1098,182.8155,1294.8426,215.5895,1703,283.5471,0.315,46.6667,0.163,24.1481,0.197,29.1852,0.446,0.675,53.0819,136.7998,404.8985,189.8817,2.5771,-0.5375,N/A,1.2876,2.2256,2.3333,-466.4857,-7.6194,-668.2297,-10.9145,1546.3019,25.2565,49.4462,3027.2868,1.6393,558,540,-3.8961,445.8221,481.9693,2.1726,870,833,3.0617,667.2437,627.599,15.261,1760.7362,1294.4785,-7.5161,5.9592,"540",-13569.824,2304,846.9296,383.6128,-53.2118,539,1765,-51.6585,204.7093,642.2204,"-68.1288",0.6607,0.374,150.38,2.4562,0.867,254.5185,4.1572,2.2344
"YPV0Nn9fXRjGdjmrPfsW","04/07/2022","11:29:40","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.6126,0.3312,154.772,-0.2314,5471.4286,-5897.5562,1364,N/A,1150.7286,193.2008,1366,229.3437,1287.5689,216.1756,1494,250.8342,0.269,42.429,0.14,22.082,0.225,35.489,0.502,0.634,77.3313,155.5818,449.1205,232.9131,2.0119,-0.7753,N/A,1.5029,2.5492,2.6334,-822.8242,-13.5523,-1238.4009,-20.397,1775.1196,29.237,51.531,3128.6959,-5.1245,648,718,-6.3637,538.75,611.9786,-1.6064,735,759,-0.213,642.4133,645.1556,-19.5822,2200,3271.4286,-12.0485,-0.4123,"620",-39101.8719,2576,844.8081,432.4959,2.4068,1319,1257,6.9031,451.5629,393.2452,"12.9296",0.7918,0.5224,160.1215,2.6373,1.2737,288.999,4.7599,2.5625
"DfnMtpRV9eJhtMx7e8GJ","04/07/2022","11:29:30","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",600.5596,0.3139,151.9369,-0.2301,5832.1168,-6096.1588,1403,N/A,1165.0584,193.9955,1399,232.9494,1315.3521,219.0211,1596,265.7522,0.323,47.9941,0.137,20.3566,0.213,31.6493,0.508,0.673,76.9354,152.1369,438.067,229.0723,1.9775,-0.7431,N/A,1.5459,2.4819,2.6012,-802.9928,-13.1167,-1231.8018,-20.1212,1816.9889,29.6801,51.3238,3141.9988,5.5039,738,661,-1.5318,573.6058,591.4526,-1.0025,790,806,-1.492,647.8638,667.4883,7.6345,3138.6861,2693.4307,-3.0918,-2.9645,"890",-6334.7809,2554,773.6775,425.2701,-38.2146,789,1765,-26.9344,282.6461,491.0315,"-42.4521",0.7548,0.4665,158.6115,2.5909,1.2567,279.4555,4.5648,2.4851
"AtUmk2zwpKiAeOBysbLI","04/07/2022","11:29:23","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",600.3313,0.3086,150.6061,-0.2197,4528.6624,-5984.2982,1314,N/A,1073.414,178.8036,1311,218.3794,1297.1152,216.0666,1516,252.5272,0.233,38.3855,0.157,25.8649,0.217,35.7496,0.494,0.607,73.9173,151.1269,448.3675,225.0442,2.0445,-0.7199,N/A,1.4198,2.461,2.5377,-721.6307,-11.7922,-1084.9541,-17.7292,1709.687,27.938,50.7396,3105.0544,3.2799,677,634,-5.5481,506.9299,566.4841,0.7916,764,752,3.4774,671.1106,626.0046,8.8608,2464.9682,2063.6943,-10.5816,6.6965,"650",-27723.7789,2550,829.1569,424.7654,14.5882,1461,1089,17.2572,486.1231,343.0338,"29.4409",0.8138,0.5086,167.569,2.7382,1.2079,280.7985,4.5885,2.4696
"R4boOZaxZP5TMmVlLy1u","04/06/2022","12:03:27","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.6737,0.3157,153.1407,-0.2604,4305.8824,-5141.9775,1339,N/A,1062.4765,176.0018,1337,221.4773,1254.0678,207.7394,1451,240.3616,0.274,40.2941,0.17,25,0.236,34.7059,0.508,0.68,77.6281,153.4082,474.9205,231.0363,1.9762,-0.7809,N/A,1.4617,2.4886,2.5832,-762.617,-12.3929,-1098.9792,-17.859,1692.893,27.5104,49.9088,3071.2178,3.2162,690,647,6.3021,564.7176,497.7588,0.7581,731,720,1.3245,635.339,618.7288,3.8251,2235.2941,2070.5882,11.8888,2.6029,"570",-10580.1044,3310,877.5123,548.3095,-10.5136,1481,1829,-13.7742,378.3211,499.1912,"-24.2144",0.7471,0.4642,179.649,2.9194,1.2615,295.2715,4.7983,2.493
