"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"Co974rJesQ2cJoqJYP5x","08/23/2022","11:10:00","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",604.246,0.3701,165.9714,-0.2482,10141.5929,-7029.8218,1745,288.7897,1366.2655,226.1108,1745,288.7897,1417.25,234.5485,1764,291.9341,0.272,46.18,0.113,19.1851,0.204,34.635,0.563,0.589,85.5292,166.7128,443.788,252.242,1.9492,-0.8704,-1.3913,1.7011,2.6946,2.7931,-1053.4953,-17.1036,-1560.9291,-25.3419,2127.9248,34.5471,55.6752,3429.3074,0.745,879,866,0.0738,683.6372,682.6283,0,882,882,2.2306,724.4314,692.8186,0.6981,5106.1947,5035.3982,0.1442,4.3472,"N/A",-5048.8104,2634,906.029,435.9152,18.6788,1563,1071,1.5954,460.2419,445.7871,"N/A",0.9559,0.6283,153.809,2.4971,1.3886,289.979,4.7078,2.7066
"r5k1JKp8bZtdzQvzNl7l","08/23/2022","07:26:58","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",606.102,0.3531,162.6094,-0.2728,6492.9577,-5618.636,1532,252.7627,1224.0775,201.959,1532,252.7627,1325.4823,218.6896,1560,257.3824,0.331,47.3534,0.142,20.3147,0.226,32.3319,0.537,0.699,87.2875,163.3269,473.66,250.6145,1.8711,-0.88,-1.4151,1.599,2.6319,2.7259,-969.0405,-15.6843,-1386.2225,-22.4366,1919.4021,31.0663,53.2315,3288.8612,8.2245,829,703,10.6668,677.3239,546.7535,5.3846,822,738,2.5347,679.5398,645.9425,16.9197,3795.7746,2697.1831,19.2459,4.9815,"970",-6170.3099,2389,776.5608,394.1581,-2.2185,1168,1221,1.5323,394.2299,382.3309,"3.0109",0.7682,0.5051,173.354,2.8058,1.4128,300.306,4.8606,2.6435
"iG2og5w6C36C8PAcPI9q","06/22/2022","10:43:16","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Right",607.617,0.153,107.3191,-0.2189,3277.1084,-5263.572,1152,189.5931,942.3313,155.0864,1152,189.5931,981.7889,161.5802,1155,190.0868,0.38,45.509,0.166,19.8802,0.289,34.6108,0.356,0.835,55.2881,108.6992,440.453,163.9873,1.9661,-0.5824,-0.9054,1.1182,1.7327,1.8908,-506.8211,-8.1826,-674.9368,-10.8969,1002.9404,16.1925,28.8096,1784.4248,-99.8264,1,1151,-99.8964,0.488,941.8434,-99.6537,2,1153,-99.8506,0.7336,981.0554,-99.6324,6.0241,3271.0843,-99.9484,-99.9252,"N/A",-7090.9695,1760,666.8106,289.6561,-99.0909,8,1752,-6.4444,311.9194,354.8912,"N/A",0.4263,0.1833,156.1525,2.5211,0.8926,284.3005,4.59,1.755
"ijQQETWD7dUhSrHldVZ4","06/22/2022","10:43:05","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Right",607.445,0.1638,110.9976,-0.2331,2877.907,-4735.5563,1104,181.7448,979.2558,161.209,1104,181.7448,945.9455,155.7253,1109,182.568,0.331,39.7359,0.172,20.6483,0.33,39.6158,0.374,0.833,63.7005,112.2377,480.8755,175.9381,1.762,-0.6246,-1.0395,1.123,1.7926,1.9421,-573.8944,-9.2682,-848.9059,-13.7095,985.2156,15.9108,28.5511,1767.9124,-99.8188,1,1103,-99.9062,0.4593,978.7965,-99.8197,1,1108,-99.8597,0.6636,945.2818,-100,0,2877.907,-99.953,-99.9302,"1510",-8328.4928,1981,681.4682,326.1201,-100,0,1981,-39.9129,204.7371,476.7311,"-57.0944",0.449,0.1966,168.181,2.7161,1.0287,312.6945,5.0499,1.8126
"QT86SJMStpRs9rXdCnCT","06/22/2022","10:42:54","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Right",607.83,0.1725,113.9728,-0.2336,2877.907,-4717.4842,1102,181.3007,970.4593,159.6597,1111,182.7814,967.4497,159.1645,1104,181.6297,0.342,41.1058,0.172,20.6731,0.318,38.2212,0.386,0.832,62.1217,114.8966,474.855,177.0183,1.8495,-0.6211,-1.0081,1.1489,1.8395,1.986,-560.5474,-9.0469,-798.5383,-12.8879,1029.6769,16.6183,29.8517,1849.621,-99.64,2,1109,-99.8898,0.5349,969.9244,-99.8188,1,1103,-99.8635,0.6604,966.7893,-100,0,2877.907,-99.9448,-99.9325,"2090",-7127.1059,1738,664.4474,285.9352,-99.8849,1,1737,-29.8248,233.1388,431.3086,"-45.9778",0.4639,0.2073,166.6685,2.6899,1.0026,308.1865,4.9739,1.8544
"oq1vM1cBJGXZFZk1PPoG","06/22/2022","10:42:37","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Left",609.388,0.1794,116.5381,-0.2234,3481.7073,-5268.7697,1177,193.1446,996.7134,163.5597,1178,193.3087,997.1623,163.6334,1177,193.1446,0.432,48.1069,0.164,18.2628,0.302,33.6303,0.379,0.898,63.2324,117.6763,464.8835,180.9087,1.861,-0.6388,-1.027,1.1741,1.876,2.0095,-589.0145,-9.482,-830.0014,-13.3615,1079.3143,17.3749,30.6196,1902.0579,98.8115,1171,7,99.4249,993.8476,2.8659,98.8105,1170,7,99.3857,994.0993,3.0629,98.5989,3457.3171,24.3902,99.7121,99.6915,"N/A",-1034.743,1709,637.7634,280.4453,98.4786,1696,13,96.2435,625.7848,11.9786,"N/A",0.422,0.1998,163.172,2.6268,1.0179,301.7115,4.857,1.8944
"Yl7oyxMBHLPc1DVweFZY","06/22/2022","10:42:24","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Left",609.101,0.1635,111.2139,-0.1931,3837.8378,-6084.1467,1175,192.9073,1003.4257,164.7388,1177,193.2356,998.6167,163.9493,1176,193.0714,0.338,43.7257,0.148,19.1462,0.287,37.1281,0.372,0.773,58.0721,112.36,435.391,170.4321,1.9348,-0.5895,-0.9445,1.1552,1.7912,1.9344,-546.1459,-8.7961,-772.3916,-12.4399,1052.535,16.9518,29.4516,1828.6467,99.3203,1173,4,99.402,1000.4257,3,99.1497,1171,5,99.4382,995.8118,2.8049,100,3837.8378,0,99.6999,99.7187,"N/A",-1481.6178,1695,639.9193,278.279,98.7021,1684,11,67.3981,535.6064,104.3129,"N/A",0.4812,0.2115,148.219,2.3872,0.9353,287.172,4.6251,1.8096
"KIvaliI296awc0nl32zm","06/22/2022","10:42:04","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","Single Leg - Left",597.089,0.2058,122.318,-0.2014,4354.6099,-6014.0257,1211,202.8173,1029.0355,172.3421,1222,204.6596,1014.8707,169.9698,1211,202.8173,0.329,43.0628,0.141,18.4555,0.294,38.4817,0.379,0.764,60.594,123.4133,443.741,184.0073,2.0367,-0.6268,-1.0043,1.2726,2.0096,2.1371,-591.9493,-9.7256,-829.3501,-13.626,1179.8943,19.3853,33.3894,2032.2594,99.1817,1217,5,99.7229,1027.6099,1.4255,99.5045,1208,3,99.7419,1013.5612,1.3095,99.3485,4340.4255,14.1844,99.8617,99.8712,"N/A",43167.2375,1830,639.9748,306.487,99.1257,1822,8,32.8675,425.1592,214.8157,"N/A",0.4961,0.2694,144.7835,2.3788,0.9955,298.9575,4.9118,2.0276
"0IqnNC45e2czDpAN5ACZ","06/22/2022","10:41:38","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.367,0.3505,161.28,-0.256,6561.1511,-5918.1981,1515,251.091,1169.741,193.8689,1514,250.9252,1329.3453,220.3212,1531,253.7427,0.314,46.4497,0.139,20.5621,0.223,32.9882,0.52,0.676,78.265,162.6282,459.312,240.8931,2.0779,-0.8197,-1.2852,1.5742,2.6222,2.7027,-860.0553,-13.9834,-1179.4098,-19.1757,1901.4581,30.9154,52.6196,3236.3818,9.7754,831,683,4.7099,612.4173,557.3237,8.8178,833,698,4.8157,696.6816,632.6637,20.8333,3964.0288,2597.1223,8.9136,9.2206,"N/A",-9257.419,2446,673.5891,405.3917,-0.6541,1215,1231,48.5984,500.4712,173.1179,"N/A",0.7692,0.5184,162.133,2.6361,1.2725,297.179,4.8318,2.6441
"NCMe74tESkGhhrlzFvq9","05/09/2022","12:59:44","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.6456,0.3647,162.6933,-0.2944,5876.6234,-5115.1978,1506,N/A,1166.9351,195.5826,1513,253.5844,1261.0813,211.3619,1506,252.4111,0.263,39.6682,0.154,23.2278,0.246,37.1041,0.545,0.663,87.3667,163.2748,488.1065,250.6415,1.8688,-0.9247,N/A,1.5862,2.675,2.7584,-967.8711,-15.9137,-1307.5033,-21.4979,1834.0602,30.1555,52.8056,3211.6444,-0.5948,752,761,-9.5766,527.5909,639.3442,0.3984,756,750,3.4065,652.0203,609.061,17.1271,3441.5584,2435.0649,-17.5059,6.5985,"670",-7736.5262,2582,837.3209,432.7527,26.8784,1638,944,2.2422,428.0478,409.2731,"4.4174",0.822,0.5501,178.6535,2.9374,1.4365,309.453,5.088,2.6846
"vc9bh2tDQdWsdkxE7eXQ","05/09/2022","12:59:37","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",598.031,0.3459,158.8296,-0.3002,5513.1579,-4779.198,1435,N/A,1169.1645,195.5023,1435,239.9541,1227.4783,205.2533,1437,240.2885,0.333,45.122,0.152,20.5962,0.253,34.2818,0.541,0.738,86.3943,159.1172,486.518,245.5115,1.8418,-0.8831,N/A,1.5667,2.6054,2.7158,-936.0146,-15.3542,-1311.9115,-21.5204,1757.7551,28.8339,51.2274,3122.892,-2.0209,703,732,2.3977,598.5987,570.5658,-2.2965,702,735,-2.4949,598.4269,629.0514,-9.3079,2500,3013.1579,4.6997,-4.8617,"590",-7742.6995,2592,868.7881,433.4223,-9.6451,1171,1421,-23.7847,331.0746,537.7136,"-38.4319",0.7331,0.4688,176.697,2.8985,1.4172,309.821,5.0823,2.6101
"yYdFE0SFdqC2LeZWNod5","05/09/2022","12:59:30","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.0561,0.3691,163.4789,-0.299,6034.2466,-4955.8089,1482,N/A,1196.089,200.6672,1499,251.4864,1247.4563,209.2851,1483,248.8021,0.281,41.3844,0.146,21.5022,0.252,37.1134,0.554,0.679,87.1589,163.9919,487.189,251.1508,1.8815,-0.9103,N/A,1.6078,2.6906,2.781,-978.9518,-16.1118,-1353.487,-22.2759,1834.1199,30.1863,51.9644,3157.3567,6.3376,797,702,4.2782,623.6301,572.4589,8.1591,802,681,5.2039,656.1865,591.2698,20.5448,3636.9863,2397.2603,8.2219,9.8719,"640",-8926.0679,3789,855.7938,635.6785,6.6244,2020,1769,-0.2845,426.6797,429.1141,"-0.568",0.8159,0.5434,173.587,2.8569,1.4345,313.602,5.1613,2.699
"TCTYMPz3YuHiIwqTMpao","05/09/2022","12:59:22","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.4294,0.3774,165.1766,-0.2865,5736.4865,-5014.3135,1436,N/A,1191.2297,200.0623,1448,243.1858,1287.2208,216.1836,1495,251.0793,0.292,42.9412,0.148,21.7647,0.24,35.2941,0.559,0.68,87.7629,165.8944,483.493,253.6572,1.8903,-0.9107,N/A,1.6299,2.7214,2.813,-980.5695,-16.1554,-1348.4764,-22.2168,1910.248,31.4723,53.8804,3270.3331,3.5912,750,698,-2.7771,579.0743,612.1554,4.6154,782,713,2.8961,662.25,624.9708,29.3286,3709.4595,2027.027,-5.4441,5.6072,"730",-8922.4874,2643,826.4164,443.8813,-14.9451,1124,1519,-24.7913,310.7685,515.6479,"-39.7325",0.8221,0.5551,175.291,2.888,1.4459,308.202,5.0778,2.7332
"JP9xpLFAzInzIlFoS6aN","05/09/2022","12:59:15","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",595.2062,0.3622,161.7351,-0.2614,5619.7183,-5321.2886,1391,N/A,1170.6972,196.6877,1399,235.0446,1286.8638,216.2047,1449,243.445,0.259,40.7233,0.142,22.327,0.235,36.9497,0.543,0.636,81.3219,162.4232,466.9475,243.7452,1.9973,-0.8341,N/A,1.5484,2.6657,2.749,-888.9132,-14.6508,-1246.2077,-20.5396,1842.1971,30.3625,54.5406,3309.1616,-8.0772,643,756,-12.5548,511.8592,658.838,0.069,725,724,-1.4917,633.834,653.0298,-2.7569,2732.3944,2887.3239,-22.3266,-2.9151,"N/A",-8236.8024,2894,742.4946,486.218,8.8459,1575,1319,-19.9429,297.2097,445.2849,"N/A",0.8538,0.5695,165.246,2.7235,1.3403,301.7015,4.9725,2.677
"cNTdWATP2Z96UR5KSJ71","05/06/2022","12:12:22","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",594.5856,0.3432,157.2716,-0.2624,4564.4172,-5112.6018,1342,N/A,1026.3252,172.6118,1341,225.5352,1254.1883,210.9349,1448,243.531,0.349,46.4714,0.163,21.7044,0.239,31.8242,0.517,0.751,69.9986,157.5556,465.3885,227.5543,2.2508,-0.749,N/A,1.5269,2.5948,2.6999,-696.5873,-11.4929,-922.2155,-15.2155,1764.7738,29.1168,53.6275,3250.3683,-7.2334,622,719,-23.2368,393.9202,632.4049,1.6575,736,712,1.9833,639.5314,614.6569,33.6022,3049.0798,1515.3374,-37.7145,3.9201,"N/A",-21533.9624,2819,673.0904,474.1117,13.9411,1606,1213,7.3689,361.345,311.7454,"N/A",0.6884,0.457,166.3215,2.7441,1.1549,299.067,4.9343,2.5995
"pHdmyDtmRS1Kyi8FRt2v","05/06/2022","12:11:43","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.3504,0.3747,164.8332,-0.2883,5986.6667,-5124.1929,1478,N/A,1209.88,202.8807,1476,247.5055,1285.0747,215.4899,1491,250.0208,0.254,39.3798,0.15,23.2558,0.241,37.3643,0.557,0.645,91.5978,165.8219,489.4,257.4197,1.8103,-0.925,N/A,1.6071,2.7115,2.7946,-1024.721,-16.8567,-1440.9492,-23.7037,1888.8987,31.0725,53.5409,3254.7533,0.813,744,732,-1.0106,598.8267,611.0533,0.3353,748,743,-0.515,639.2282,645.8465,-4.4543,2860,3126.6667,-2.047,-1.0324,"N/A",-7455.0875,3344,745.8846,560.7442,-13.4569,1447,1897,-24.8302,280.3399,465.5447,"N/A",0.8636,0.581,180.454,2.9685,1.5068,308.946,5.0822,2.7278
"P1xkcKyjAzIBEcpTgO8p","05/06/2022","12:11:32","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",594.4665,0.3932,168.2832,-0.2868,7052.6316,-5377.2643,1542,N/A,1297.8271,218.318,1540,259.0558,1303.4059,219.2564,1551,260.9062,0.289,43.7216,0.133,20.121,0.239,36.1573,0.564,0.661,93.0694,169.24,482.262,262.3094,1.8184,-0.8994,N/A,1.6494,2.777,2.8559,-1087.6328,-17.9483,-1850.4426,-30.5364,1961.4837,32.3688,55.2783,3349.7541,4.9351,808,732,-1.9286,636.3985,661.4286,5.2224,816,735,2.3447,666.9833,636.4226,-0.4264,3511.2782,3541.3534,-3.896,4.5657,"N/A",-9029.1836,2700,766.0924,454.1888,30.5185,1762,938,-1.6057,376.8956,389.1968,"N/A",0.8533,0.5947,171.539,2.8308,1.5358,310.723,5.1276,2.7928
"fPvuApbZhX72VXAuKzwQ","05/06/2022","12:11:25","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.973,0.3594,161.5774,-0.2804,6280,-5461.2379,1531,N/A,1165.46,195.2283,1530,256.293,1295.0086,216.9292,1532,256.628,0.297,43.7408,0.15,22.0913,0.232,34.1679,0.549,0.679,84.8105,161.7562,473.4165,246.5668,1.9073,-0.8951,N/A,1.5995,2.6552,2.7384,-933.4236,-15.3389,-1242.5778,-20.4192,1882.7708,30.9394,51.8821,3157.2105,-1.1765,756,774,-8.7857,531.5333,633.9267,-1.0444,758,774,0.685,651.9397,643.069,22.0807,3833.3333,2446.6667,-16.1246,1.3774,"N/A",-5851.3687,3797,730.3217,636.0422,5.399,2001,1796,-11.0724,324.7287,405.593,"N/A",0.8085,0.5292,173.7595,2.8554,1.3937,299.657,4.9242,2.6581
"6otWQ8hf4Jcbj7uO1E9y","05/06/2022","12:11:17","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.7487,0.3376,158.3641,-0.2926,5157.2327,-4878.5734,1427,N/A,1150.5346,190.5651,1423,235.6941,1280.366,212.0693,1467,242.9819,0.302,43.3908,0.159,22.8448,0.235,33.7644,0.554,0.696,86.5277,158.8793,482.0765,245.407,1.8362,-0.8728,N/A,1.5428,2.5732,2.6715,-916.2214,-14.8872,-1316.3038,-21.3879,1801.71,29.275,51.1364,3147.1504,-4.0056,683,740,-11.9469,506.5409,643.9937,-1.7042,721,746,-1.1798,632.6298,647.7362,21.4634,3132.0755,2025.1572,-21.3239,-2.3114,"630",-4181.1439,2978,862.1349,493.2515,-17.3271,1231,1747,-30.5261,299.4794,562.6556,"-46.7745",0.796,0.4849,181.92,2.9559,1.4059,300.1565,4.8771,2.5815
"aZsF7fKye6xpxlEi5OkW","05/04/2022","11:45:18","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",589.4665,0.3688,161.6418,-0.253,7141.791,-6126.9758,1551,N/A,1185.5896,201.1293,1547,262.4407,1314.4598,222.9915,1593,270.2444,0.306,46.0843,0.134,20.1807,0.224,33.7349,0.538,0.664,79.3995,162.1975,451.447,241.5969,2.0428,-0.8253,N/A,1.6692,2.6901,2.783,-887.4061,-14.7684,-1231.723,-20.4985,1957.9935,32.5853,52.8679,3176.7453,-4.4602,739,808,-4.578,565.6567,619.9328,-4.8336,758,835,-0.6124,653.2054,661.2545,-6.3741,3343.2836,3798.5075,-8.7662,-1.1973,"N/A",-24749.3973,2965,721.538,502.9972,-10.0169,1334,1631,18.0164,425.7666,295.7714,"N/A",0.8102,0.5555,157.7985,2.6261,1.3214,293.6485,4.8869,2.6993
"1HvIGwDoY3MaEdezEcsj","05/04/2022","11:45:11","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",585.2643,0.4021,167.5722,-0.2606,7000,-5919.2997,1542,N/A,1186.0368,202.6498,1539,262.9581,1341.7668,229.2583,1582,270.3052,0.254,41.4356,0.136,22.186,0.223,36.3785,0.551,0.613,81.2258,168.4908,458.656,249.7167,2.0744,-0.8612,N/A,1.6883,2.8088,2.889,-923.9205,-15.4864,-1239.1909,-20.7709,2046.9302,34.3099,58.3718,3482.4621,-3.4438,743,796,-9.827,534.7426,651.2941,-1.0114,783,799,-0.3422,668.5874,673.1794,-4.8319,3330.8824,3669.1176,-17.9731,-0.6576,"N/A",-32921.9205,2341,753.7926,399.9903,2.9475,1205,1136,-1.9977,369.3671,384.4255,"N/A",0.8989,0.656,160.2365,2.6858,1.3615,298.4195,5.002,2.8242
"1jjBzABJtmXF2PEryv3t","05/04/2022","11:45:04","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",592.036,0.3637,161.2145,-0.2743,5173.913,-5172.3711,1419,N/A,1119.7516,189.1357,1417,239.3435,1288.2284,217.5929,1489,251.505,0.245,38.4013,0.161,25.2351,0.232,36.3636,0.543,0.638,84.5527,161.3827,477.4215,245.9354,1.9087,-0.8337,N/A,1.6082,2.6713,2.7656,-865.1561,-14.3356,-1250.3925,-20.7189,1883.5785,31.2108,53.5006,3228.7756,-1.6231,697,720,-5.6911,528.0124,591.7391,-0.4701,741,748,0.0525,644.4526,643.7759,2.521,2652.1739,2521.7391,-10.7929,0.1167,"670",-7814.3531,3203,831.1881,541.0144,-10.2716,1437,1766,-10.3043,372.7701,458.4179,"-18.6972",0.8511,0.5701,179.2785,2.9706,1.401,298.143,4.9402,2.6741
"NkGaJhBZ2zfIYrzUdyiw","05/04/2022","11:43:26","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",586.3884,0.3952,166.4691,-0.2906,4313.253,-4514.6375,1312,N/A,1105.3976,188.5095,1308,223.0604,1264.3117,215.61,1429,243.6951,0.245,37.234,0.166,25.228,0.247,37.538,0.543,0.658,85.7899,167.355,494.1505,253.1449,1.9508,-0.8839,N/A,1.6171,2.7849,2.865,-898.3833,-15.0295,-1271.2533,-21.2675,1889.8643,31.6165,56.0743,3351.8161,-8.7156,597,711,-11.3027,490.2289,615.1687,-3.8488,687,742,-1.8121,620.7004,643.6113,-27.933,1554.2169,2759.0361,-20.3926,-3.5386,"N/A",-26446.9959,3145,731.2074,536.3339,10.1431,1732,1413,29.9064,474.9426,256.2648,"N/A",0.8252,0.6008,182.544,3.0539,1.4352,311.6065,5.213,2.7998
"O2CKJLHJdV3QY8TvfFVp","05/04/2022","11:43:19","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",593.3403,0.365,161.8844,-0.2885,5557.047,-4932.9861,1423,N/A,1186.5302,199.9746,1422,239.6601,1261.7202,212.647,1443,243.1994,0.264,40.2439,0.149,22.7134,0.243,37.0427,0.549,0.656,87.9701,162.2781,481.651,250.2483,1.8447,-0.8729,N/A,1.6004,2.6765,2.764,-953.7377,-15.7686,-1513.6418,-25.0258,1844.2616,30.4921,51.9322,3141.0246,2.9536,732,690,-5.2677,562.0134,624.5168,3.3957,746,697,0.7586,635.6461,626.0741,1.4493,2818.7919,2738.255,-10.1003,1.5214,"840",-10815.1125,3433,784.6167,578.5887,-19.6038,1380,2053,-18.5878,319.3869,465.2298,"-31.3565",0.8369,0.5566,175.7845,2.9063,1.4545,305.8665,5.057,2.683
"APbyROIfoqRIn18wnZlo","05/04/2022","11:43:13","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",587.3083,0.4023,168.2127,-0.2868,4771.9298,-4858.895,1393,N/A,1089.7193,185.5447,1391,236.8432,1258.0556,214.207,1406,239.3973,0.323,43.2976,0.171,22.9223,0.252,33.7802,0.554,0.746,85.5156,168.8951,501.6675,254.4107,1.975,-0.8741,N/A,1.632,2.8097,2.8834,-878.2969,-14.6705,-1233.0398,-20.5959,1899.3909,31.7261,55.155,3302.0365,-5.5356,657,734,-10.4797,487.7602,601.9591,-6.1166,660,746,-0.834,623.7817,634.2738,-0.2451,2380.117,2391.8129,-18.9952,-1.6327,"600",-30474.1494,2471,869.7067,420.733,13.881,1407,1064,-5.5705,410.63,459.0767,"-10.5478",0.7426,0.5394,185.358,3.0961,1.4284,316.3095,5.2834,2.8211
"KcxC3819nv8m27jQMoAB","05/04/2022","11:40:33","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",592.978,0.3645,161.6353,-0.2738,5777.7778,-5220.7368,1430,N/A,1203.6944,202.9914,1429,240.987,1276.9578,215.3466,1477,249.0818,0.266,41.1128,0.144,22.2566,0.237,36.6306,0.552,0.647,87.5226,161.9682,474.2295,249.4908,1.8506,-0.8606,N/A,1.6077,2.674,2.7667,-956.3818,-15.822,-1389.5822,-22.9887,1868.4613,30.9111,52.7638,3189.3783,2.4493,732,697,-0.4292,599.2639,604.4306,2.9113,760,717,2.008,651.2996,625.6582,-13.7019,2493.0556,3284.7222,-0.9662,3.9373,"660",-8275.6275,3301,845.1712,556.6817,-5.9679,1552,1749,-21.2557,332.7621,512.4091,"-35.0809",0.8532,0.5633,172.3185,2.8508,1.4479,301.911,4.9947,2.6795
"vxhQlFAvNaS3LbkcFb1V","05/04/2022","11:40:26","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",586.8959,0.3861,164.6308,-0.2764,4919.7531,-5071.0296,1401,N/A,1138.7037,194.0214,1400,238.5432,1256.4049,214.0763,1447,246.5514,0.381,48.2278,0.162,20.5063,0.247,31.2658,0.543,0.79,88.9778,165.2361,493.0805,254.2139,1.857,-0.8886,N/A,1.6406,2.7518,2.8374,-937.9485,-15.6779,-1358.6639,-22.7101,1883.1029,31.4762,53.3306,3190.5743,-0.4286,697,703,-7.5871,526.1543,612.5494,1.4513,734,713,2.4367,643.5101,612.8947,15.1819,2833.3333,2086.4198,-14.1146,4.765,"640",-27775.7556,3154,849.9438,537.4037,4.4388,1647,1507,1.4063,430.9484,418.9953,"2.7679",0.6873,0.4886,183.468,3.0667,1.4873,309.6125,5.1752,2.7619
"3mgrvdyI38c4MC8b7FCd","05/04/2022","11:40:11","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",593.2533,0.3531,159.1398,-0.2649,5306.1224,-5176.8134,1371,N/A,1170.7823,197.3495,1368,230.5929,1270.1483,214.0988,1444,243.4036,0.306,44.4122,0.147,21.3353,0.236,34.2525,0.544,0.689,84.5105,159.6315,470.1715,244.142,1.8889,-0.8388,N/A,1.525,2.6315,2.707,-906.0499,-14.9824,-1348.0999,-22.2921,1795.18,29.685,52.7262,3188.5834,-7.7485,631,737,-9.8399,527.7891,642.9932,-0.1385,721,723,-2.1094,621.678,648.4703,-1.5385,2612.2449,2693.8776,-17.9129,-4.0918,"920",-8291.0915,2497,766.0837,420.8995,-25.831,926,1571,-10.7394,341.9054,424.1783,"-19.4049",0.7896,0.5123,171.1255,2.8297,1.3975,299.046,4.945,2.6397
"wFBPAy2ebV7tLSPIv84C","05/02/2022","11:49:12","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",609.8819,0.3353,159.4598,-0.3305,4011.1111,-4043.1404,1336,N/A,1127.4778,184.8682,1336,219.0588,1174.8693,192.6388,1336,219.0588,0.296,38.9987,0.18,23.7154,0.283,37.2859,0.533,0.759,92.8021,159.8128,533.7705,252.615,1.7221,-0.9123,N/A,1.4894,2.5649,2.6585,-945.3523,-15.2061,-1391.1672,-22.377,1633.6854,26.278,48.0406,2986.6585,5.988,708,628,0.3016,565.4389,562.0389,5.988,708,628,4.1223,611.6502,563.2191,9.6953,2200,1811.1111,0.5599,7.9002,"N/A",-7644.0171,2927,782.1424,479.929,2.084,1494,1433,1.961,398.7402,383.4022,"N/A",0.7022,0.4418,201.971,3.2487,1.4927,331.7995,5.337,2.5706
